Filename,Sum_Rewards,Steps,Difference,Significant_Increase_Index
E1A6G9T8,303,7.0,0.0197811043091947,3.0
E1A6G9T9,342,7.0,0.0223894258610787,4.0
E1A9G1T1,369,6.0,8.751306948276921e-09,3.0
E1A9G1T10,363,6.0,7.416826914467396e-09,4.0
E1A9G1T11,375,6.0,9.229123431519778e-09,11.0
E1A9G1T12,389,6.0,1.0914278050929641e-08,34.0
E1A9G1T13,369,6.0,7.426691088478683e-09,9.0
E1A9G1T14,360,6.0,6.809380605063073e-09,5.0
E1A9G1T15,356,6.0,9.914975631627896e-09,47.0
E1A9G1T16,363,6.0,6.745470555635915e-09,4.0
E1A9G1T17,370,6.0,6.5063881165422045e-09,6.0
E1A9G1T18,411,6.0,1.0759889361233288e-08,4.0
E1A9G1T19,374,6.0,7.994406316404081e-09,58.0
E1A9G1T2,392,6.0,8.11368594349648e-09,3.0
E1A9G1T20,417,7.0,1.1824959442365184e-08,14.0
E1A9G1T21,354,6.0,6.0039100538191895e-09,3.0
E1A9G1T22,370,6.0,5.091055771148667e-09,6.0
E1A9G1T23,409,6.0,9.877063508321014e-09,3.0
E1A9G1T24,392,6.0,8.54844061857027e-09,5.0
E1A9G1T25,383,6.0,7.687341524485316e-09,
E1A9G1T26,374,6.0,8.657515550977133e-09,4.0
E1A9G1T27,368,6.0,7.082618644162742e-09,26.0
E1A9G1T28,386,6.0,8.193464940193586e-09,7.0
E1A9G1T29,402,6.0,1.12344280411996e-08,3.0
E1A9G1T3,367,6.0,9.56655584767553e-09,3.0
E1A9G1T30,364,6.0,7.925133269991486e-09,7.0
E1A9G1T31,341,6.0,5.034572430896161e-09,3.0
E1A9G1T32,359,6.0,6.287714013673321e-09,3.0
E1A9G1T33,388,6.0,7.876725397159902e-09,4.0
E1A9G1T34,367,6.0,7.417167015128211e-09,12.0
E1A9G1T35,386,6.0,1.2131963851111109e-08,4.0
E1A9G1T36,362,6.0,6.903368789704856e-09,4.0
E1A9G1T37,393,6.0,1.0448106828371385e-08,18.0
E1A9G1T38,397,6.0,9.724541022944321e-09,10.0
E1A9G1T39,374,6.0,7.094167832787642e-09,5.0
E1A9G1T4,399,6.0,1.0807323569867184e-08,3.0
E1A9G1T40,387,6.0,7.804076773452098e-09,13.0
E1A9G1T5,371,6.0,7.705514913367357e-09,4.0
E1A9G1T6,391,6.0,1.0158859377013397e-08,59.0
E1A9G1T7,390,7.0,1.0548891314358394e-08,4.0
E1A9G1T8,398,6.0,1.0438038839180248e-08,3.0
E1A9G1T9,386,6.0,7.996650151484633e-09,8.0
E1A9G4T1,311,7.0,1.5565364086766572e-05,10.0
E1A9G4T10,330,6.0,1.8625660069715844e-05,4.0
E1A9G4T11,322,6.0,1.792780266628439e-05,6.0
E1A9G4T12,327,6.0,2.2524120017737373e-05,3.0
E1A9G4T13,322,6.0,1.54844278007769e-05,61.0
E1A9G4T14,352,6.0,2.307680703841052e-05,4.0
E1A9G4T15,339,7.0,2.182461529568697e-05,4.0
E1A9G4T16,334,6.0,2.196190907119032e-05,26.0
E1A9G4T17,330,7.0,2.437005332250061e-05,12.0
E1A9G4T18,326,6.0,2.187282987164323e-05,4.0
E1A9G4T19,330,6.0,2.0966638189986008e-05,3.0
E1A9G4T2,312,7.0,1.5493967022713162e-05,10.0
E1A9G4T20,302,6.0,1.23750060817033e-05,7.0
E1A9G4T21,326,6.0,2.458335766299847e-05,73.0
E1A9G4T22,306,6.0,1.4911469693683426e-05,4.0
E1A9G4T23,321,7.0,1.4414646577352615e-05,4.0
E1A9G4T24,332,6.0,2.0623805862395005e-05,4.0
E1A9G4T25,312,7.0,1.8190648914943265e-05,66.0
E1A9G4T26,350,7.0,1.7453294028511232e-05,5.0
E1A9G4T27,307,7.0,1.7717818444262005e-05,51.0
E1A9G4T28,330,6.0,2.176917791634152e-05,12.0
E1A9G4T29,330,6.0,1.908569956086367e-05,8.0
E1A9G4T3,353,6.0,2.433864462349828e-05,13.0
E1A9G4T30,343,6.0,1.9668968406467825e-05,3.0
E1A9G4T31,341,6.0,2.3394451539401752e-05,7.0
E1A9G4T32,311,7.0,1.669224083332954e-05,3.0
E1A9G4T33,336,6.0,2.3469025170827243e-05,4.0
E1A9G4T34,331,6.0,1.8778094671242927e-05,13.0
E1A9G4T35,333,7.0,1.8154554038237095e-05,14.0
E1A9G4T36,352,7.0,2.2260727051073216e-05,10.0
E1A9G4T37,322,6.0,1.797428229652455e-05,3.0
E1A9G4T38,317,6.0,1.4886086096677005e-05,6.0
E1A9G4T39,338,7.0,1.904572288969636e-05,21.0
E1A9G4T4,329,6.0,2.3015239517013827e-05,6.0
E1A9G4T40,332,6.0,1.992664753163697e-05,20.0
E1A9G4T5,307,6.0,1.6670737717669994e-05,3.0
E1A9G4T6,373,6.0,2.677556483441976e-05,25.0
E1A9G4T7,330,6.0,1.9437273855876904e-05,3.0
E1A9G4T8,322,7.0,1.6627895213615394e-05,5.0
E1A9G4T9,331,6.0,1.820352227011821e-05,4.0
E1A9G6T1,330,7.0,0.0003703350271768,6.0
E1A9G6T10,337,7.0,0.0003992543608582,45.0
E1A9G6T11,297,7.0,0.0003293802474291,6.0
E1A9G6T12,299,7.0,0.0002884558845705,5.0
E1A9G6T13,318,7.0,0.0004277148568672,6.0
E1A9G6T14,336,6.0,0.0004352456389526,68.0
E1A9G6T15,292,7.0,0.0002553260675284,7.0
E1A9G6T16,306,7.0,0.0003213896602791,8.0
E1A9G6T17,306,7.0,0.0003630585712803,22.0
E1A9G6T18,302,7.0,0.0003222350715894,3.0
E1A9G6T19,334,7.0,0.0003287122373855,5.0
E1A9G6T2,314,7.0,0.0003585126685281,17.0
E1A9G6T20,310,7.0,0.0003852773808749,4.0
E1A9G6T21,289,7.0,0.0002973116845043,3.0
E1A9G6T22,334,7.0,0.0004691574797489,4.0
E1A9G6T23,331,7.0,0.0003542997572888,11.0
E1A9G6T24,346,7.0,0.0004263897990009,10.0
E1A9G6T25,313,7.0,0.0003730326223063,3.0
E1A9G6T26,308,7.0,0.0003245169674504,36.0
E1A9G6T27,349,7.0,0.0004348735568256,3.0
E1A9G6T28,301,7.0,0.0003032417175268,50.0
E1A9G6T29,308,6.0,0.0002909378739292,4.0
E1A9G6T3,345,7.0,0.0004430861171133,4.0
E1A9G6T30,353,7.0,0.0005024772509597,30.0
E1A9G6T31,319,7.0,0.0003558027519578,35.0
E1A9G6T32,335,7.0,0.0003515596362372,12.0
E1A9G6T33,343,6.0,0.0004407313631684,3.0
E1A9G6T34,341,7.0,0.00041276288445,4.0
E1A9G6T35,324,7.0,0.0004182694086164,37.0
E1A9G6T36,323,6.0,0.0003588235948321,5.0
E1A9G6T37,324,7.0,0.0003834525704933,24.0
E1A9G6T38,350,7.0,0.0004833063307937,3.0
E1A9G6T39,319,7.0,0.000322537561567,7.0
E1A9G6T4,305,7.0,0.0003235974075132,3.0
E1A9G6T40,298,7.0,0.00027906032671,5.0
E1A9G6T5,338,7.0,0.000463882551984,3.0
E1A9G6T6,318,7.0,0.0003733293536466,3.0
E1A9G6T7,354,7.0,0.0004520375896162,5.0
E1A9G6T8,310,7.0,0.0003620989938738,9.0
E1A9G6T9,337,7.0,0.000386916611287,26.0
E1A9G9T1,276,6.0,0.0105321592390075,3.0
E1A9G9T10,277,7.0,0.0094885636355004,8.0
E1A9G9T11,259,7.0,0.0098438373663101,4.0
E1A9G9T12,296,7.0,0.0130529646188775,5.0
E1A9G9T13,306,7.0,0.0138425698799682,60.0
E1A9G9T14,291,7.0,0.0144570781862595,46.0
E1A9G9T15,313,7.0,0.0147870031996871,4.0
E1A9G9T16,281,7.0,0.0118135989745732,46.0
E1A9G9T17,264,7.0,0.0104101059068143,7.0
E1A9G9T18,281,7.0,0.0119801282939024,7.0
E1A9G9T19,305,7.0,0.014389669567292,39.0
E1A9G9T2,289,7.0,0.012427053444568,7.0
E1A9G9T20,311,7.0,0.0146988532142493,19.0
E1A9G9T21,291,7.0,0.0130205166301634,4.0
E1A9G9T22,276,7.0,0.011129390392917,4.0
E1A9G9T23,277,7.0,0.0112501502204898,14.0
E1A9G9T24,323,7.0,0.0170867627863115,46.0
E1A9G9T25,298,7.0,0.0153815224851089,5.0
E1A9G9T26,283,7.0,0.0118670101162742,3.0
E1A9G9T27,288,7.0,0.0136506070761865,5.0
E1A9G9T28,291,7.0,0.0129827790175136,14.0
E1A9G9T29,286,7.0,0.0125053903697655,85.0
E1A9G9T3,300,7.0,0.0155094504360227,9.0
E1A9G9T30,302,7.0,0.0166063418995918,8.0
E1A9G9T31,285,7.0,0.0121412341067099,10.0
E1A9G9T32,316,7.0,0.0137850255358335,8.0
E1A9G9T33,292,7.0,0.0137943009473635,6.0
E1A9G9T34,291,7.0,0.0148128602545569,82.0
E1A9G9T35,289,7.0,0.0118341684718422,3.0
E1A9G9T36,284,7.0,0.0132262925910117,37.0
E1A9G9T37,267,7.0,0.0126017421159162,
E1A9G9T38,286,7.0,0.0120544386734577,9.0
E1A9G9T39,290,7.0,0.0127751071616837,25.0
E1A9G9T4,282,7.0,0.0121595469294088,3.0
E1A9G9T40,268,7.0,0.0096208462785646,5.0
E1A9G9T5,304,7.0,0.0142922121764742,4.0
E1A9G9T6,302,7.0,0.0145778228468792,35.0
E1A9G9T7,338,7.0,0.0200312921274541,7.0
E1A9G9T8,271,7.0,0.0121445323015015,43.0
E1A9G9T9,303,7.0,0.0152729036354975,4.0
E4A1G1T1,2702,7.0,2.465023073399496e-05,4.0
E4A1G1T10,2747,7.0,2.4685383275574024e-05,4.0
E4A1G1T11,2580,7.0,2.0019168979353116e-05,9.0
E4A1G1T12,2595,7.0,2.125771559970244e-05,8.0
E4A1G1T13,2720,7.0,2.3159196871612423e-05,7.0
E4A1G1T14,2786,7.0,2.473594576133451e-05,3.0
E4A1G1T15,2733,7.0,2.332499418013475e-05,4.0
E4A1G1T16,2707,7.0,2.287648574874684e-05,4.0
E4A1G1T17,2788,7.0,2.537199641210704e-05,3.0
E4A1G1T18,2547,7.0,1.9557002235597967e-05,9.0
E4A1G1T19,2843,7.0,2.6124345598776054e-05,3.0
E4A1G1T2,2727,7.0,2.3779629534706364e-05,5.0
E4A1G1T20,2802,6.0,2.5934098644119856e-05,3.0
E4A1G1T21,2768,7.0,2.398347979449717e-05,4.0
E4A1G1T22,2767,7.0,2.4927933652539105e-05,3.0
E4A1G1T23,2815,7.0,2.608838975622372e-05,3.0
E4A1G1T24,2936,7.0,2.730579325313225e-05,3.0
E4A1G1T25,2795,7.0,2.4664538213823803e-05,3.0
E4A1G1T26,2819,7.0,2.543500589576909e-05,3.0
E4A1G1T27,2837,6.0,2.587343808585555e-05,3.0
E4A1G1T28,2664,7.0,2.263643407714551e-05,4.0
E4A1G1T29,2655,7.0,2.271667618671625e-05,6.0
E4A1G1T3,2664,7.0,2.19336470858703e-05,5.0
E4A1G1T30,2882,7.0,2.6619942871323752e-05,3.0
E4A1G1T31,2671,6.0,2.3086524864199123e-05,4.0
E4A1G1T32,2566,7.0,2.0759651112115364e-05,10.0
E4A1G1T33,2673,7.0,2.283256847612352e-05,7.0
E4A1G1T34,2650,7.0,2.296929908537064e-05,4.0
E4A1G1T35,2614,7.0,2.1037473891495315e-05,11.0
E4A1G1T36,2765,7.0,2.456627432243268e-05,3.0
E4A1G1T37,2724,7.0,2.4183931172164883e-05,4.0
E4A1G1T38,2516,7.0,1.9872847186253207e-05,7.0
E4A1G1T39,2831,7.0,2.660833663741333e-05,5.0
E4A1G1T4,2703,7.0,2.358734022600922e-05,5.0
E4A1G1T40,2442,7.0,1.664334519075525e-05,14.0
E4A1G1T5,2702,7.0,2.3548568651214403e-05,4.0
E4A1G1T6,2689,7.0,2.3371398859394853e-05,5.0
E4A1G1T7,2584,7.0,2.0117256571733125e-05,12.0
E4A1G1T8,2771,7.0,2.5314855783896847e-05,3.0
E4A1G1T9,2435,7.0,1.716908399313364e-05,11.0
E4A1G4T1,2829,7.0,0.0022708559417238,3.0
E4A1G4T10,2704,7.0,0.0020524670412956,5.0
E4A1G4T11,2652,7.0,0.0019558527441866,6.0
E4A1G4T12,2620,7.0,0.0018223418513957,9.0
E4A1G4T13,2412,7.0,0.0015117758648303,15.0
E4A1G4T14,2873,7.0,0.0022677063559748,3.0
E4A1G4T15,2749,7.0,0.0021913754515056,3.0
E4A1G4T16,2656,7.0,0.0019792254185655,7.0
E4A1G4T17,2744,7.0,0.0021191032065016,4.0
E4A1G4T18,2657,7.0,0.0019274820064533,4.0
E4A1G4T19,2584,7.0,0.0017748795865145,11.0
E4A1G4T2,2810,7.0,0.0021879223622136,5.0
E4A1G4T20,2682,7.0,0.0020057914471449,5.0
E4A1G4T21,2719,7.0,0.0020434904411817,4.0
E4A1G4T22,2497,7.0,0.0015866061256868,12.0
E4A1G4T23,2781,7.0,0.0021424100156017,4.0
E4A1G4T24,2736,7.0,0.0022344612474476,3.0
E4A1G4T25,2622,7.0,0.0019163686069059,7.0
E4A1G4T26,2787,7.0,0.0021566979666625,4.0
E4A1G4T27,2720,7.0,0.0020311009085928,5.0
E4A1G4T28,2773,7.0,0.0022079679641808,3.0
E4A1G4T29,2645,7.0,0.0019099341222885,6.0
E4A1G4T3,2849,7.0,0.002166610694801,3.0
E4A1G4T30,2742,7.0,0.0020464579455988,5.0
E4A1G4T31,2784,7.0,0.0022347686609457,4.0
E4A1G4T32,2840,7.0,0.002291165849588,3.0
E4A1G4T33,2787,7.0,0.0021146197629402,3.0
E4A1G4T34,2749,7.0,0.0021027085825658,5.0
E4A1G4T35,2817,7.0,0.0023122144151296,3.0
E4A1G4T36,2791,6.0,0.0021680955653984,3.0
E4A1G4T37,2316,7.0,0.0011613760683159,17.0
E4A1G4T38,2580,7.0,0.0017510209416145,8.0
E4A1G4T39,2764,7.0,0.0021630309052581,3.0
E4A1G4T4,2846,7.0,0.0023247082390128,4.0
E4A1G4T40,2571,7.0,0.0017808729222437,12.0
E4A1G4T5,2821,7.0,0.002333822634724,4.0
E4A1G4T6,2805,7.0,0.0022447401677904,4.0
E4A1G4T7,2656,7.0,0.001825738290349,9.0
E4A1G4T8,2666,7.0,0.0019902450132177,5.0
E4A1G4T9,2457,7.0,0.0015499984600031,12.0
E4A1G6T1,2605,7.0,0.0077510410901497,9.0
E4A1G6T10,2794,7.0,0.0096349766988858,3.0
E4A1G6T11,2324,7.0,0.0054509629937097,19.0
E4A1G6T12,2799,7.0,0.0096182552774109,3.0
E4A1G6T13,2767,7.0,0.0091608462997366,3.0
E4A1G6T14,2759,7.0,0.0091029421489665,5.0
E4A1G6T15,2840,7.0,0.0099942090853425,3.0
E4A1G6T16,2541,7.0,0.0072232996906288,10.0
E4A1G6T17,2745,7.0,0.0090276738107358,3.0
E4A1G6T18,2726,7.0,0.0087525499588205,6.0
E4A1G6T19,2862,7.0,0.0093622153580357,4.0
E4A1G6T2,2712,7.0,0.0090530059051004,5.0
E4A1G6T20,2762,7.0,0.0088695926848238,7.0
E4A1G6T21,2647,7.0,0.008090049968927,9.0
E4A1G6T22,2570,7.0,0.0075903892694361,13.0
E4A1G6T23,2791,7.0,0.0093998251077423,3.0
E4A1G6T24,2753,7.0,0.0089061979014841,5.0
E4A1G6T25,2673,7.0,0.0086823601705146,3.0
E4A1G6T26,2658,7.0,0.0085733466110403,5.0
E4A1G6T27,2555,7.0,0.0076137838169646,8.0
E4A1G6T28,2593,7.0,0.0079361801894805,6.0
E4A1G6T29,2785,7.0,0.0094217658811211,3.0
E4A1G6T3,2567,7.0,0.0076099005390639,10.0
E4A1G6T30,2504,7.0,0.0068316065265512,15.0
E4A1G6T31,2777,7.0,0.0090589789429037,5.0
E4A1G6T32,2730,7.0,0.0087355075412435,3.0
E4A1G6T33,2781,7.0,0.009208959554785,3.0
E4A1G6T34,2375,7.0,0.0059304509003325,19.0
E4A1G6T35,2473,7.0,0.006969895204259,11.0
E4A1G6T36,2758,7.0,0.0091353186608257,3.0
E4A1G6T37,2611,7.0,0.0079913249669949,9.0
E4A1G6T38,2553,7.0,0.0076956480815756,11.0
E4A1G6T39,2625,7.0,0.0079399498869404,9.0
E4A1G6T4,2622,7.0,0.008025172175189,5.0
E4A1G6T40,2801,6.0,0.0093241853950742,3.0
E4A1G6T5,2750,7.0,0.0091761112269868,3.0
E4A1G6T6,2682,7.0,0.0083768088519665,5.0
E4A1G6T7,2634,7.0,0.008154920528362,8.0
E4A1G6T8,2592,7.0,0.0078387966040221,9.0
E4A1G6T9,2713,7.0,0.0087186574622062,5.0
E4A1G9T1,2720,7.0,0.0448023455097711,7.0
E4A1G9T10,2776,7.0,0.0461328575876865,5.0
E4A1G9T11,2609,7.0,0.0419139974354428,5.0
E4A1G9T12,2751,7.0,0.0463220737551004,4.0
E4A1G9T13,2642,7.0,0.0424424348964034,8.0
E4A1G9T14,2710,7.0,0.0446986916114271,7.0
E4A1G9T15,2631,7.0,0.0423000375773267,5.0
E4A1G9T16,2809,7.0,0.0484247702450292,5.0
E4A1G9T17,2804,7.0,0.0482856403910008,3.0
E4A1G9T18,2627,7.0,0.0422820225133875,8.0
E4A1G9T19,2810,7.0,0.0485523215958826,3.0
E4A1G9T2,2488,7.0,0.0388903073797871,9.0
E4A1G9T20,2799,7.0,0.0476304009831835,3.0
E4A1G9T21,2723,7.0,0.0449913165518015,3.0
E4A1G9T22,2760,7.0,0.0457300456008889,4.0
E4A1G9T23,2750,7.0,0.0473302502471055,3.0
E4A1G9T24,2776,7.0,0.0480352162355112,3.0
E4A1G9T25,2683,7.0,0.0440773688741789,3.0
E4A1G9T26,2842,7.0,0.0486114957067489,3.0
E4A1G9T27,2778,7.0,0.0469757919069166,4.0
E4A1G9T28,2551,7.0,0.0396688828184814,9.0
E4A1G9T29,2504,7.0,0.0387436237491062,11.0
E4A1G9T3,2686,7.0,0.0435707930530533,5.0
E4A1G9T30,2489,7.0,0.0371528928658906,13.0
E4A1G9T31,2797,7.0,0.0476759301181858,3.0
E4A1G9T32,2425,7.0,0.037620498501427,10.0
E4A1G9T33,2528,7.0,0.0387911029096595,13.0
E4A1G9T34,2172,7.0,0.028647620881902,20.0
E4A1G9T35,2631,7.0,0.0427779400965573,7.0
E4A1G9T36,2742,7.0,0.0461863867760595,3.0
E4A1G9T37,2433,7.0,0.0363785287822017,13.0
E4A1G9T38,2799,7.0,0.0473165986585996,3.0
E4A1G9T39,2777,7.0,0.0463957345266808,3.0
E4A1G9T4,2630,7.0,0.0423376312465349,5.0
E4A1G9T40,2647,7.0,0.042147725066896,9.0
E4A1G9T5,2543,7.0,0.0396112714706555,7.0
E4A1G9T6,2439,7.0,0.0367580843881233,14.0
E4A1G9T7,2407,7.0,0.0355972215227251,12.0
E4A1G9T8,2616,7.0,0.042211263531283,8.0
E4A1G9T9,2846,7.0,0.0488701786680168,3.0
E4A4G1T1,2653,7.0,9.751528820507212e-05,4.0
E4A4G1T10,2743,7.0,0.0001167608613605,4.0
E4A4G1T11,2627,7.0,9.85342592302952e-05,4.0
E4A4G1T12,2671,7.0,0.0001036204097931,4.0
E4A4G1T13,2748,7.0,0.0001115337712564,4.0
E4A4G1T14,2790,7.0,0.000121748488226,3.0
E4A4G1T15,2839,7.0,0.0001397269644973,3.0
E4A4G1T16,2734,7.0,0.0001211839441784,3.0
E4A4G1T17,2782,7.0,0.0001162845761918,3.0
E4A4G1T18,2678,7.0,0.0001085568466663,3.0
E4A4G1T19,2745,7.0,0.0001257171263588,3.0
E4A4G1T2,2642,7.0,9.912169174184008e-05,8.0
E4A4G1T20,2756,7.0,0.0001218752357925,3.0
E4A4G1T21,2805,7.0,0.0001174052541478,3.0
E4A4G1T22,2574,7.0,8.275778774417846e-05,9.0
E4A4G1T23,2779,7.0,0.000123648118764,3.0
E4A4G1T24,2599,7.0,9.494281783773162e-05,6.0
E4A4G1T25,2639,7.0,9.939292926434484e-05,4.0
E4A4G1T26,2786,7.0,0.0001248554774744,3.0
E4A4G1T27,2765,7.0,0.0001096501661019,6.0
E4A4G1T28,2639,7.0,9.566566431116902e-05,6.0
E4A4G1T29,2814,7.0,0.000134674954315,3.0
E4A4G1T3,2725,7.0,0.0001197974340141,3.0
E4A4G1T30,2765,7.0,0.0001198397842017,3.0
E4A4G1T31,2527,7.0,8.340720482958875e-05,9.0
E4A4G1T32,2630,7.0,0.000100623746235,5.0
E4A4G1T33,2328,7.0,5.426497708950946e-05,15.0
E4A4G1T34,2582,7.0,8.218152874213644e-05,10.0
E4A4G1T35,2758,7.0,0.0001153516971549,4.0
E4A4G1T36,2761,7.0,0.000117312207722,3.0
E4A4G1T37,2834,7.0,0.0001392091801148,3.0
E4A4G1T38,2866,7.0,0.0001321460808962,3.0
E4A4G1T39,2786,7.0,0.0001329059261222,3.0
E4A4G1T4,2708,7.0,0.000103466741329,7.0
E4A4G1T40,2618,7.0,9.938755916587974e-05,5.0
E4A4G1T5,2544,7.0,7.777735965006235e-05,10.0
E4A4G1T6,2754,7.0,0.0001193031440403,3.0
E4A4G1T7,2687,7.0,0.0001079792267135,4.0
E4A4G1T8,2567,7.0,8.473939070437898e-05,7.0
E4A4G1T9,2556,7.0,8.597406998770606e-05,9.0
E4A4G4T1,2708,7.0,0.0094390056268507,5.0
E4A4G4T10,2729,7.0,0.0091870811386389,3.0
E4A4G4T11,2796,7.0,0.0107512149199104,3.0
E4A4G4T12,2721,7.0,0.0091799980634497,5.0
E4A4G4T13,2692,7.0,0.009077873085611,3.0
E4A4G4T14,2527,7.0,0.0072423775748491,9.0
E4A4G4T15,2693,7.0,0.0089444501061161,5.0
E4A4G4T16,2410,7.0,0.0059377235334933,9.0
E4A4G4T17,2693,7.0,0.0089977508753466,3.0
E4A4G4T18,2642,7.0,0.0086844476970328,4.0
E4A4G4T19,2704,7.0,0.0093065020532178,3.0
E4A4G4T2,2635,7.0,0.0083895972160191,6.0
E4A4G4T20,2385,7.0,0.0052980878569033,13.0
E4A4G4T21,2806,7.0,0.0109987534457477,3.0
E4A4G4T22,2642,7.0,0.0093256435149758,4.0
E4A4G4T23,2496,7.0,0.0070585723134731,10.0
E4A4G4T24,2704,7.0,0.0093068737137478,4.0
E4A4G4T25,2751,7.0,0.0099717502138821,3.0
E4A4G4T26,2651,7.0,0.0092631955482369,4.0
E4A4G4T27,2507,7.0,0.0072912418022645,7.0
E4A4G4T28,2731,7.0,0.0102656888425963,3.0
E4A4G4T29,2624,7.0,0.0085360394377088,5.0
E4A4G4T3,2536,7.0,0.0074080581748437,5.0
E4A4G4T30,2417,7.0,0.0058874215310332,13.0
E4A4G4T31,2790,7.0,0.0100460046823603,4.0
E4A4G4T32,2679,7.0,0.0097541064547797,4.0
E4A4G4T33,2647,7.0,0.0088366532022186,5.0
E4A4G4T34,2677,7.0,0.0094877373135865,4.0
E4A4G4T35,2633,7.0,0.0081324817735,7.0
E4A4G4T36,2744,7.0,0.0098158810830229,3.0
E4A4G4T37,2693,7.0,0.0097880728576738,3.0
E4A4G4T38,2701,7.0,0.0090665609908131,4.0
E4A4G4T39,2803,7.0,0.0104447356657818,3.0
E4A4G4T4,2609,7.0,0.0083215455595603,6.0
E4A4G4T40,2598,7.0,0.0077929781184007,8.0
E4A4G4T5,2698,7.0,0.0094630728314146,4.0
E4A4G4T6,2631,7.0,0.0082963350859532,6.0
E4A4G4T7,2692,7.0,0.0094812768215511,4.0
E4A4G4T8,2677,7.0,0.0088255004613288,3.0
E4A4G4T9,2478,7.0,0.006448918333053,12.0
E4A4G6T1,2228,7.0,0.0210288116791665,19.0
E4A4G6T10,2586,7.0,0.035319088767797,5.0
E4A4G6T11,2574,7.0,0.034795238578543,5.0
E4A4G6T12,2707,7.0,0.0413182115338282,3.0
E4A4G6T13,2628,7.0,0.0372206006992025,3.0
E4A4G6T14,2630,7.0,0.037165949965558,4.0
E4A4G6T15,2501,7.0,0.0346965695139383,4.0
E4A4G6T16,2418,7.0,0.0293129216480829,10.0
E4A4G6T17,2414,7.0,0.0296982407198395,8.0
E4A4G6T18,2492,7.0,0.0326563318019228,4.0
E4A4G6T19,2484,7.0,0.0326860898237705,7.0
E4A4G6T2,2425,7.0,0.0315319762334255,10.0
E4A4G6T20,2483,7.0,0.0311803361846874,6.0
E4A4G6T21,2711,7.0,0.0400933139121713,3.0
E4A4G6T22,2638,7.0,0.0364657633499581,3.0
E4A4G6T23,2665,7.0,0.0368875276837094,6.0
E4A4G6T24,2718,7.0,0.0417938627497194,3.0
E4A4G6T25,2642,7.0,0.0408654741627159,3.0
E4A4G6T26,2581,7.0,0.0371121161538433,3.0
E4A4G6T27,2634,7.0,0.0368305086333298,4.0
E4A4G6T28,2587,7.0,0.0353935000242908,6.0
E4A4G6T29,2553,7.0,0.0356648842142184,4.0
E4A4G6T3,2559,7.0,0.0351213530244155,8.0
E4A4G6T30,2760,7.0,0.0416101052740952,3.0
E4A4G6T31,2507,7.0,0.0328404567971492,6.0
E4A4G6T32,2679,7.0,0.0407189964226799,3.0
E4A4G6T33,2576,7.0,0.0360831707150481,5.0
E4A4G6T34,2673,7.0,0.0386946572971423,6.0
E4A4G6T35,2664,7.0,0.0374695650892274,4.0
E4A4G6T36,2469,7.0,0.0286834807081326,12.0
E4A4G6T37,2531,7.0,0.0348446795170733,4.0
E4A4G6T38,2644,7.0,0.0386738261587388,3.0
E4A4G6T39,2508,7.0,0.0327268838301383,8.0
E4A4G6T4,2611,7.0,0.0373114987105117,3.0
E4A4G6T40,2276,7.0,0.023055931121331,14.0
E4A4G6T5,2432,7.0,0.0277404411999462,14.0
E4A4G6T6,2703,7.0,0.0413061727743631,3.0
E4A4G6T7,2031,7.0,0.0167394957220385,21.0
E4A4G6T8,2628,7.0,0.0384583688739268,3.0
E4A4G6T9,2548,7.0,0.0331667105011735,7.0
E4A4G9T1,2426,7.0,0.1922075097976144,3.0
E4A4G9T10,2341,7.0,0.1779504954488304,5.0
E4A4G9T11,2419,7.0,0.1808021042978939,6.0
E4A4G9T12,2502,7.0,0.196396369680133,3.0
E4A4G9T13,2439,7.0,0.1894193229646376,3.0
E4A4G9T14,2270,7.0,0.162771525907495,7.0
E4A4G9T15,2320,7.0,0.1749586607841214,7.0
E4A4G9T16,2304,7.0,0.1729986209619606,3.0
E4A4G9T17,2340,7.0,0.170605794905283,7.0
E4A4G9T18,2403,7.0,0.1864079950716402,4.0
E4A4G9T19,2338,7.0,0.1755171132903767,3.0
E4A4G9T2,2397,7.0,0.1822865915212191,3.0
E4A4G9T20,2231,7.0,0.1585103045334278,11.0
E4A4G9T21,2463,7.0,0.1864920305543108,4.0
E4A4G9T22,2114,8.0,0.1423713587308803,14.0
E4A4G9T23,1927,8.0,0.1168810074612832,21.0
E4A4G9T24,2392,7.0,0.1866280540110033,3.0
E4A4G9T25,2409,7.0,0.1852680091951892,3.0
E4A4G9T26,2435,7.0,0.1911878444313742,3.0
E4A4G9T27,2389,7.0,0.1849232659422676,4.0
E4A4G9T28,2408,7.0,0.1824059034520118,4.0
E4A4G9T29,2265,7.0,0.161565285918909,8.0
E4A4G9T3,2460,7.0,0.1870743427051774,3.0
E4A4G9T30,2220,7.0,0.1570892171460137,9.0
E4A4G9T31,2355,7.0,0.1765732856411457,5.0
E4A4G9T32,2326,7.0,0.1710437196877977,7.0
E4A4G9T33,2494,7.0,0.1913933175806184,5.0
E4A4G9T34,2425,8.0,0.1805456548878244,5.0
E4A4G9T35,2373,7.0,0.1775369210829079,5.0
E4A4G9T36,2256,7.0,0.1613903390616645,9.0
E4A4G9T37,2235,7.0,0.1633256494889944,6.0
E4A4G9T38,2374,7.0,0.1812133365435286,3.0
E4A4G9T39,2206,7.0,0.1578513908725152,6.0
E4A4G9T4,2486,7.0,0.1932599731064922,3.0
E4A4G9T40,2390,7.0,0.1829407279514805,4.0
